"id","appID","day","data","user_id","lite"
"891","84","2018-03-13","{""breaks"":1,""periods"":-330000}","52","f"
"892","85","2018-05-01","{""breaks"":3,""periods"":-13080000}","52","f"
"893","86","2018-05-01","{""breaks"":3,""periods"":-13080000}","52","f"
"894","27","2018-04-30","{""breaks"":-3,""periods"":-3750000}","50","f"
"895","87","2018-05-02","{""breaks"":-2,""periods"":-5070000}","52","f"
"896","88","2018-05-02","{""breaks"":-2,""periods"":-5070000}","52","f"
"897","46","2018-04-23","{""breaks"":-2,""periods"":-14520000}","41","f"
"898","47","2018-04-23","{""breaks"":-2,""periods"":-14520000}","41","f"
"899","48","2018-04-24","{""breaks"":-2,""periods"":-14520000}","41","f"
"900","49","2018-04-24","{""breaks"":-2,""periods"":-14520000}","41","f"
"901","50","2018-04-25","{""breaks"":-2,""periods"":-14520000}","41","f"
"902","51","2018-04-25","{""breaks"":-2,""periods"":-14520000}","41","f"
"903","52","2018-04-26","{""breaks"":-2,""periods"":-14520000}","41","f"
"904","53","2018-04-26","{""breaks"":-2,""periods"":-14520000}","41","f"
"905","54","2018-04-27","{""breaks"":-2,""periods"":-14520000}","41","f"
"906","55","2018-04-27","{""breaks"":-2,""periods"":-14520000}","41","f"
"907","56","2018-04-28","{""breaks"":-2,""periods"":-14520000}","41","f"
"908","57","2018-04-28","{""breaks"":-2,""periods"":-14520000}","41","f"
"909","58","2018-04-29","{""breaks"":-2,""periods"":-14520000}","41","f"
"910","59","2018-04-29","{""breaks"":-2,""periods"":-14520000}","41","f"
"911","60","2018-04-30","{""breaks"":-2,""periods"":-14520000}","41","f"
"912","61","2018-04-30","{""breaks"":-2,""periods"":-14520000}","41","f"
"913","62","2018-05-01","{""breaks"":-2,""periods"":-14520000}","41","f"
"914","63","2018-05-01","{""breaks"":-2,""periods"":-14520000}","41","f"
"915","64","2018-05-02","{""breaks"":-2,""periods"":-14520000}","41","f"
"916","65","2018-05-02","{""breaks"":-2,""periods"":-14520000}","41","f"
"917","13","2018-04-30","{""breaks"":-3,""periods"":-6945000}","39","f"
"918","14","2018-05-01","{""breaks"":-3,""periods"":-6945000}","39","f"
"919","15","2018-05-02","{""breaks"":-3,""periods"":-6945000}","39","f"
"920","16","2018-05-03","{""breaks"":-3,""periods"":-6945000}","39","f"
"921","17","2018-05-04","{""breaks"":-3,""periods"":-6945000}","39","f"
"922","18","2018-05-05","{""breaks"":-3,""periods"":-6945000}","39","f"
"923","19","2018-05-06","{""breaks"":-3,""periods"":-6945000}","39","f"
"924","29","2018-05-01","{""breaks"":-1,""periods"":-4035000}","53","f"
"925","30","2018-05-02","{""breaks"":-1,""periods"":-4035000}","53","f"
"926","31","2018-05-03","{""breaks"":-1,""periods"":-4035000}","53","f"
"927","32","2018-05-04","{""breaks"":-1,""periods"":-4035000}","53","f"
"928","33","2018-05-05","{""breaks"":-1,""periods"":-4035000}","53","f"
"929","34","2018-05-06","{""breaks"":-1,""periods"":-4035000}","53","f"
"930","35","2018-05-07","{""breaks"":-1,""periods"":-4035000}","53","f"
"931","89","2018-05-03","{""breaks"":1,""periods"":0}","52","f"
"932","66","2018-05-03","{""breaks"":1,""periods"":-14520000}","41","f"
"933","53","2018-05-01","{""breaks"":1,""periods"":1560000}","58","f"
"934","54","2018-05-02","{""breaks"":0,""periods"":-7605000}","58","f"
"935","55","2018-05-03","{""breaks"":-2,""periods"":-13785000}","58","f"
"936","56","2018-05-04","{""breaks"":-2,""periods"":-13785000}","58","f"
"937","57","2018-05-05","{""breaks"":-2,""periods"":-13785000}","58","f"
"938","58","2018-05-06","{""breaks"":-2,""periods"":-13785000}","58","f"
"939","59","2018-05-07","{""breaks"":-2,""periods"":-13785000}","58","f"
"940","20","2018-05-07","{""breaks"":-3,""periods"":-6945000}","39","f"
"941","90","2018-05-08","{""breaks"":1,""periods"":0}","52","f"
"942","91","2018-05-08","{""breaks"":1,""periods"":0}","52","f"
"943","36","2018-05-08","{""breaks"":-1,""periods"":-4035000}","53","f"
"944","37","2018-05-08","{""breaks"":-1,""periods"":-4035000}","53","f"
"945","38","2018-05-09","{""breaks"":-1,""periods"":-4035000}","53","f"
"946","39","2018-05-09","{""breaks"":-1,""periods"":-4035000}","53","f"
"947","40","2018-04-06","{""breaks"":0,""periods"":-3750000}","53","f"
"948","41","2018-04-06","{""breaks"":0,""periods"":-3750000}","53","f"
"949","42","2018-04-07","{""breaks"":0,""periods"":-3750000}","53","f"
"950","43","2018-04-07","{""breaks"":0,""periods"":-3750000}","53","f"
"951","44","2018-04-08","{""breaks"":0,""periods"":-3750000}","53","f"
"952","45","2018-04-08","{""breaks"":0,""periods"":-3750000}","53","f"
"953","46","2018-04-09","{""breaks"":0,""periods"":-3750000}","53","f"
"954","47","2018-04-09","{""breaks"":0,""periods"":-3750000}","53","f"
"955","48","2018-04-10","{""breaks"":2,""periods"":-3750000}","53","f"
"956","49","2018-04-10","{""breaks"":2,""periods"":-3750000}","53","f"
"957","50","2018-04-11","{""breaks"":1,""periods"":5340000}","53","f"
"958","51","2018-04-11","{""breaks"":2,""periods"":5340000}","53","f"
"959","52","2018-03-09","{""breaks"":2,""periods"":7980000}","53","f"
"960","53","2018-03-09","{""breaks"":2,""periods"":7980000}","53","f"
"961","54","2018-03-10","{""breaks"":-3,""periods"":-11745000}","53","f"
"962","55","2018-03-10","{""breaks"":-3,""periods"":-11745000}","53","f"
"963","56","2018-03-11","{""breaks"":-3,""periods"":-11745000}","53","f"
"964","57","2018-03-11","{""breaks"":-3,""periods"":-11745000}","53","f"
"965","58","2018-03-12","{""breaks"":3,""periods"":-11745000}","53","f"
"966","59","2018-03-12","{""breaks"":3,""periods"":-11745000}","53","f"
"967","60","2018-03-17","{""breaks"":-1,""periods"":-9090000}","53","f"
"968","61","2018-03-17","{""breaks"":-1,""periods"":-9090000}","53","f"
"969","62","2018-03-18","{""breaks"":-1,""periods"":-9090000}","53","f"
"970","63","2018-03-18","{""breaks"":-1,""periods"":-9090000}","53","f"
"971","64","2018-03-20","{""breaks"":0,""periods"":-9060000}","53","f"
"972","65","2018-03-20","{""breaks"":0,""periods"":-9060000}","53","f"
"973","66","2018-04-05","{""breaks"":0,""periods"":-3750000}","53","f"
"974","67","2018-04-05","{""breaks"":0,""periods"":-3750000}","53","f"
"975","68","2018-04-13","{""breaks"":-1,""periods"":-150000}","53","f"
"976","69","2018-04-13","{""breaks"":-1,""periods"":-150000}","53","f"
"977","70","2018-04-14","{""breaks"":-3,""periods"":-4065000}","53","f"
"978","71","2018-04-14","{""breaks"":-3,""periods"":-4065000}","53","f"
"979","72","2018-04-15","{""breaks"":-3,""periods"":-4065000}","53","f"
"980","73","2018-04-15","{""breaks"":-3,""periods"":-4065000}","53","f"
"981","74","2018-04-17","{""breaks"":-2,""periods"":-8295000}","53","f"
"982","75","2018-04-17","{""breaks"":-2,""periods"":-8295000}","53","f"
"983","76","2018-04-18","{""breaks"":-2,""periods"":-8295000}","53","f"
"984","77","2018-04-18","{""breaks"":-2,""periods"":-8295000}","53","f"
"985","78","2018-04-19","{""breaks"":-2,""periods"":-8295000}","53","f"
"986","79","2018-04-19","{""breaks"":-2,""periods"":-8295000}","53","f"
"987","80","2018-04-21","{""breaks"":-4,""periods"":-10065000}","53","f"
"988","81","2018-04-21","{""breaks"":-4,""periods"":-10065000}","53","f"
"989","82","2018-04-22","{""breaks"":-4,""periods"":-10065000}","53","f"
"990","83","2018-04-22","{""breaks"":-4,""periods"":-10065000}","53","f"
"991","84","2018-04-23","{""breaks"":-4,""periods"":-10065000}","53","f"
"992","85","2018-04-23","{""breaks"":-4,""periods"":-10065000}","53","f"
"993","86","2018-04-24","{""breaks"":-4,""periods"":-10065000}","53","f"
"994","87","2018-04-24","{""breaks"":-4,""periods"":-10065000}","53","f"
"995","67","2018-05-09","{""breaks"":1,""periods"":-12435000}","41","f"
"996","21","2018-05-08","{""breaks"":-3,""periods"":-6945000}","39","f"
"997","22","2018-05-09","{""breaks"":-3,""periods"":-6945000}","39","f"
"998","68","2018-05-10","{""breaks"":1,""periods"":-3615000}","41","f"
"999","23","2018-05-10","{""breaks"":-3,""periods"":-6945000}","39","f"
"1000","92","2018-05-10","{""breaks"":-2,""periods"":-2715000}","52","f"
"1001","93","2018-05-11","{""breaks"":-1,""periods"":-8130000}","52","f"
"1002","24","2018-05-11","{""breaks"":-3,""periods"":-6945000}","39","f"
"1003","25","2018-05-12","{""breaks"":-3,""periods"":-6945000}","39","f"
"1004","26","2018-05-13","{""breaks"":-3,""periods"":-6945000}","39","f"
"1005","94","2018-05-12","{""breaks"":-1,""periods"":-8130000}","52","f"
"1006","95","2018-05-13","{""breaks"":-1,""periods"":-8130000}","52","f"
"1007","60","2018-05-08","{""breaks"":-2,""periods"":-13785000}","58","f"
"1008","61","2018-05-09","{""breaks"":-2,""periods"":-13785000}","58","f"
"1009","62","2018-05-10","{""breaks"":-2,""periods"":-13785000}","58","f"
"1010","63","2018-05-11","{""breaks"":-2,""periods"":-13785000}","58","f"
"1011","64","2018-05-12","{""breaks"":-2,""periods"":-13785000}","58","f"
"1012","65","2018-05-13","{""breaks"":-2,""periods"":-13785000}","58","f"
"1013","66","2018-05-14","{""breaks"":-2,""periods"":-13785000}","58","f"
"1014","27","2018-05-14","{""breaks"":-3,""periods"":-6945000}","39","f"
"1015","96","2018-05-14","{""breaks"":2,""periods"":-8130000}","52","f"
"1016","97","2018-05-14","{""breaks"":2,""periods"":-8130000}","52","f"
"1017","28","2018-05-15","{""breaks"":-3,""periods"":-6945000}","39","f"
"1018","29","2018-05-16","{""breaks"":-3,""periods"":-6945000}","39","f"
"1019","98","2018-05-16","{""breaks"":1,""periods"":4875000}","52","f"
"1020","99","2018-05-16","{""breaks"":1,""periods"":4875000}","52","f"
"1021","69","2018-05-16","{""breaks"":-2,""periods"":-4185000}","41","f"
"1022","70","2018-05-17","{""breaks"":-2,""periods"":-4185000}","41","f"
"1023","30","2018-05-17","{""breaks"":-3,""periods"":-6945000}","39","f"
"1024","31","2018-05-18","{""breaks"":-3,""periods"":-6945000}","39","f"
"1025","71","2018-05-18","{""breaks"":1,""periods"":-4185000}","41","f"
"1026","32","2018-05-19","{""breaks"":-3,""periods"":-6945000}","39","f"
"1027","100","2018-05-18","{""breaks"":-1,""periods"":-9825000}","52","f"
"1028","101","2018-05-19","{""breaks"":-1,""periods"":-9825000}","52","f"
"1029","102","2018-05-20","{""breaks"":-1,""periods"":-9825000}","52","f"
"1030","103","2018-05-20","{""breaks"":-1,""periods"":-9825000}","52","f"
"1031","104","2018-05-21","{""breaks"":6,""periods"":-5310000}","52","f"
"1032","105","2018-05-21","{""breaks"":6,""periods"":-5310000}","52","f"
"1033","33","2018-05-20","{""breaks"":-3,""periods"":-6945000}","39","f"
"1034","34","2018-05-21","{""breaks"":-3,""periods"":-6945000}","39","f"
"1035","67","2018-05-15","{""breaks"":-2,""periods"":-13785000}","58","f"
"1036","68","2018-05-16","{""breaks"":-2,""periods"":-13785000}","58","f"
"1037","69","2018-05-17","{""breaks"":-2,""periods"":-13785000}","58","f"
"1038","70","2018-05-18","{""breaks"":-2,""periods"":-13785000}","58","f"
"1039","71","2018-05-19","{""breaks"":-2,""periods"":-13785000}","58","f"
"1040","72","2018-05-20","{""breaks"":-2,""periods"":-13785000}","58","f"
"1041","73","2018-05-21","{""breaks"":-2,""periods"":-13785000}","58","f"
"1042","74","2018-05-22","{""breaks"":-2,""periods"":-13785000}","58","f"
"1043","35","2018-05-22","{""breaks"":-3,""periods"":-6945000}","39","f"
"1044","36","2018-05-23","{""breaks"":-3,""periods"":-6945000}","39","f"
"1045","106","2018-05-23","{""breaks"":1,""periods"":2850000}","52","f"
"1046","37","2018-05-24","{""breaks"":-3,""periods"":-6945000}","39","f"
"1047","38","2018-05-25","{""breaks"":-3,""periods"":-6945000}","39","f"
"1048","39","2018-05-26","{""breaks"":-3,""periods"":-6945000}","39","f"
"1049","40","2018-05-27","{""breaks"":-3,""periods"":-6945000}","39","f"
"1050","107","2018-05-24","{""breaks"":1,""periods"":-6150000}","52","f"
"1051","108","2018-05-25","{""breaks"":-4,""periods"":-7620000}","52","f"
"1052","109","2018-05-26","{""breaks"":-4,""periods"":-7620000}","52","f"
"1053","110","2018-05-27","{""breaks"":-4,""periods"":-7620000}","52","f"
"1054","111","2018-05-28","{""breaks"":-4,""periods"":-7620000}","52","f"
"1055","41","2018-05-28","{""breaks"":-3,""periods"":-6945000}","39","f"
"1056","42","2018-05-29","{""breaks"":-3,""periods"":-6945000}","39","f"
"1057","112","2018-05-29","{""breaks"":-4,""periods"":-7620000}","52","f"
"1058","113","2018-05-29","{""breaks"":-4,""periods"":-7620000}","52","f"
"1059","43","2018-05-30","{""breaks"":-3,""periods"":-6945000}","39","f"
"1060","114","2018-05-30","{""breaks"":-1,""periods"":-2610000}","52","f"
"1061","115","2018-05-30","{""breaks"":-1,""periods"":-2610000}","52","f"
"1062","44","2018-05-31","{""breaks"":-3,""periods"":-6945000}","39","f"
"1063","45","2018-06-01","{""breaks"":-3,""periods"":-6945000}","39","f"
"1064","116","2018-06-01","{""breaks"":-2,""periods"":-6810000}","52","f"
"1065","46","2018-06-02","{""breaks"":-3,""periods"":-6945000}","39","f"
"1066","47","2018-06-03","{""breaks"":-3,""periods"":-6945000}","39","f"
"1067","117","2018-06-02","{""breaks"":-2,""periods"":-6810000}","52","f"
"1068","118","2018-06-02","{""breaks"":-2,""periods"":-6810000}","52","f"
"1069","119","2018-06-03","{""breaks"":-2,""periods"":-6810000}","52","f"
"1070","120","2018-06-03","{""breaks"":-2,""periods"":-6810000}","52","f"
"1071","121","2018-06-04","{""breaks"":-2,""periods"":-6810000}","52","f"
"1072","122","2018-06-04","{""breaks"":-2,""periods"":-6810000}","52","f"
"1073","48","2018-06-04","{""breaks"":-3,""periods"":-6945000}","39","f"
"1074","49","2018-06-05","{""breaks"":-3,""periods"":-6945000}","39","f"
"1075","123","2018-06-05","{""breaks"":1,""periods"":12705000}","52","f"
"1076","124","2018-06-05","{""breaks"":1,""periods"":12705000}","52","f"
"1077","50","2018-06-06","{""breaks"":-3,""periods"":-6945000}","39","f"
"1078","125","2018-06-06","{""breaks"":0,""periods"":-19515000}","52","f"
"1079","126","2018-06-06","{""breaks"":0,""periods"":-19515000}","52","f"
"1080","127","2018-06-08","{""breaks"":0,""periods"":-19020000}","52","f"
"1081","128","2018-06-09","{""breaks"":0,""periods"":-19020000}","52","f"
"1082","51","2018-06-07","{""breaks"":-3,""periods"":-6945000}","39","f"
"1083","52","2018-06-08","{""breaks"":-3,""periods"":-6945000}","39","f"
"1084","53","2018-06-09","{""breaks"":-3,""periods"":-6945000}","39","f"
"1085","129","2018-06-10","{""breaks"":0,""periods"":-19020000}","52","f"
"1086","130","2018-06-10","{""breaks"":0,""periods"":-19020000}","52","f"
"1087","131","2018-06-11","{""breaks"":0,""periods"":-19020000}","52","f"
"1088","132","2018-06-11","{""breaks"":0,""periods"":-19020000}","52","f"
"1089","133","2018-06-12","{""breaks"":3,""periods"":-19020000}","52","f"
"1090","134","2018-06-12","{""breaks"":3,""periods"":-19020000}","52","f"
"1091","54","2018-06-10","{""breaks"":-3,""periods"":-6945000}","39","f"
"1092","55","2018-06-11","{""breaks"":-3,""periods"":-6945000}","39","f"
"1093","56","2018-06-12","{""breaks"":-3,""periods"":-6945000}","39","f"
"1094","57","2018-06-13","{""breaks"":-3,""periods"":-6945000}","39","f"
"1095","58","2018-06-14","{""breaks"":-3,""periods"":-6945000}","39","f"
"1096","59","2018-06-15","{""breaks"":-3,""periods"":-6945000}","39","f"
"1097","60","2018-06-16","{""breaks"":-3,""periods"":-6945000}","39","f"
"1098","61","2018-06-17","{""breaks"":-3,""periods"":-6945000}","39","f"
"1099","62","2018-06-18","{""breaks"":-3,""periods"":-6945000}","39","f"
"1100","63","2018-06-19","{""breaks"":-3,""periods"":-6945000}","39","f"
"1101","64","2018-06-20","{""breaks"":-3,""periods"":-6945000}","39","f"
"1102","65","2018-06-21","{""breaks"":-3,""periods"":-6945000}","39","f"
"1103","66","2018-06-22","{""breaks"":-3,""periods"":-6945000}","39","f"
"1104","67","2018-06-23","{""breaks"":-3,""periods"":-6945000}","39","f"
"1105","68","2018-06-24","{""breaks"":-3,""periods"":-6945000}","39","f"
"1106","69","2018-06-25","{""breaks"":-3,""periods"":-6945000}","39","f"
"1107","70","2018-06-26","{""breaks"":-3,""periods"":-6945000}","39","f"
"1108","71","2018-06-27","{""breaks"":-3,""periods"":-6945000}","39","f"
"1109","72","2018-06-28","{""breaks"":-3,""periods"":-6945000}","39","f"
"1110","73","2018-06-29","{""breaks"":-3,""periods"":-6945000}","39","f"
"1111","74","2018-06-30","{""breaks"":-3,""periods"":-6945000}","39","f"
"1112","75","2018-07-01","{""breaks"":-3,""periods"":-6945000}","39","f"
"1113","76","2018-07-02","{""breaks"":-3,""periods"":-6945000}","39","f"
"1114","135","2018-06-18","{""breaks"":2,""periods"":4995000}","52","f"
"1115","136","2018-06-18","{""breaks"":2,""periods"":4995000}","52","f"
"1116","137","2018-06-19","{""breaks"":-3,""periods"":-4995000}","52","f"
"1117","138","2018-06-19","{""breaks"":-3,""periods"":-4995000}","52","f"
"1118","139","2018-06-20","{""breaks"":-3,""periods"":-4995000}","52","f"
"1119","140","2018-06-20","{""breaks"":-3,""periods"":-4995000}","52","f"
"1120","141","2018-06-22","{""breaks"":0,""periods"":-9030000}","52","f"
"1121","142","2018-06-23","{""breaks"":0,""periods"":-9030000}","52","f"
"1122","143","2018-06-24","{""breaks"":0,""periods"":-9030000}","52","f"
"1123","144","2018-06-25","{""breaks"":0,""periods"":-9030000}","52","f"
"1124","145","2018-06-26","{""breaks"":0,""periods"":-9030000}","52","f"
"1125","146","2018-06-27","{""breaks"":0,""periods"":-9030000}","52","f"
"1126","147","2018-06-28","{""breaks"":0,""periods"":-9030000}","52","f"
"1127","148","2018-06-29","{""breaks"":0,""periods"":-9030000}","52","f"
"1128","149","2018-06-30","{""breaks"":0,""periods"":-9030000}","52","f"
"1129","150","2018-07-01","{""breaks"":0,""periods"":-9030000}","52","f"
"1130","151","2018-07-02","{""breaks"":0,""periods"":-9030000}","52","f"
"1131","77","2018-07-03","{""breaks"":-3,""periods"":-6945000}","39","f"
"1132","152","2018-07-03","{""breaks"":4,""periods"":-4830000}","52","f"
"1133","153","2018-07-04","{""breaks"":-4,""periods"":-4200000}","52","f"
"1134","78","2018-07-04","{""breaks"":-3,""periods"":-6945000}","39","f"
"1135","79","2018-07-05","{""breaks"":-3,""periods"":-6945000}","39","f"
"1136","80","2018-07-06","{""breaks"":-3,""periods"":-6945000}","39","f"
"1137","81","2018-07-07","{""breaks"":-3,""periods"":-6945000}","39","f"
"1138","82","2018-07-08","{""breaks"":-3,""periods"":-6945000}","39","f"
"1139","83","2018-07-09","{""breaks"":-3,""periods"":-6945000}","39","f"
"1140","84","2018-07-10","{""breaks"":-3,""periods"":-6945000}","39","f"
"1141","85","2018-07-11","{""breaks"":-3,""periods"":-6945000}","39","f"
"1142","86","2018-07-12","{""breaks"":-3,""periods"":-6945000}","39","f"
"1143","87","2018-07-13","{""breaks"":-3,""periods"":-6945000}","39","f"
"1144","88","2018-07-14","{""breaks"":-3,""periods"":-6945000}","39","f"
"1145","89","2018-07-15","{""breaks"":-3,""periods"":-6945000}","39","f"
"1146","90","2018-07-16","{""breaks"":-3,""periods"":-6945000}","39","f"
"1147","91","2018-07-17","{""breaks"":-3,""periods"":-6945000}","39","f"
"1148","154","2018-07-05","{""breaks"":-4,""periods"":-4200000}","52","f"
"1149","155","2018-07-06","{""breaks"":-4,""periods"":-4200000}","52","f"
"1150","156","2018-07-07","{""breaks"":-4,""periods"":-4200000}","52","f"
"1151","157","2018-07-08","{""breaks"":-4,""periods"":-4200000}","52","f"
"1152","158","2018-07-09","{""breaks"":-4,""periods"":-4200000}","52","f"
"1153","159","2018-07-10","{""breaks"":-4,""periods"":-4200000}","52","f"
"1154","160","2018-07-11","{""breaks"":-4,""periods"":-4200000}","52","f"
"1155","161","2018-07-12","{""breaks"":-4,""periods"":-4200000}","52","f"
"1156","162","2018-07-13","{""breaks"":-4,""periods"":-4200000}","52","f"
"1157","163","2018-07-14","{""breaks"":-4,""periods"":-4200000}","52","f"
"1158","164","2018-07-15","{""breaks"":-4,""periods"":-4200000}","52","f"
"1159","165","2018-07-16","{""breaks"":-4,""periods"":-4200000}","52","f"
"1160","166","2018-07-17","{""breaks"":-4,""periods"":-4200000}","52","f"
"1161","167","2018-07-18","{""breaks"":-4,""periods"":-4200000}","52","f"
"1162","168","2018-07-18","{""breaks"":-4,""periods"":-4200000}","52","f"
"1163","92","2018-07-18","{""breaks"":-3,""periods"":-6945000}","39","f"
"1164","93","2018-07-19","{""breaks"":-3,""periods"":-6945000}","39","f"
